,correct,left_coherence,pressed,right_coherence,rt,subj,coherence
2020,False,0.18,F,0.18,0.5716264491438778,109,"0.18, 0.18"
2021,True,0.12,J,0.3,0.5411190644799717,109,"0.12, 0.3"
2022,False,0.0,J,0.0,0.8400536159756484,109,"0.0, 0.0"
2023,False,0.18,F,0.3,0.5104357489335598,109,"0.18, 0.3"
2024,True,0.12,J,0.24,0.7839175346844058,109,"0.12, 0.24"
2025,True,0.12,F,0.06,0.7653282897967983,109,"0.06, 0.12"
2026,True,0.3,F,0.18,0.6236292629300806,109,"0.18, 0.3"
2027,False,0.06,F,0.18,0.6822933463217851,109,"0.06, 0.18"
2028,True,0.3,F,0.12,0.7754250600933119,109,"0.12, 0.3"
2029,True,0.3,F,0.3,0.4461212366027212,109,"0.3, 0.3"
2030,True,0.12,F,0.0,0.5388884825392779,109,"0.0, 0.12"
2031,True,0.18,J,0.24,0.3997433625572739,109,"0.18, 0.24"
2032,True,0.18,F,0.0,0.4791298874151835,109,"0.0, 0.18"
2033,True,0.3,F,0.06,0.5714366654369769,109,"0.06, 0.3"
2034,True,0.12,J,0.12,0.4392153261010208,109,"0.12, 0.12"
2035,True,0.24,F,0.12,0.6292856485838456,109,"0.12, 0.24"
2036,False,0.06,F,0.12,0.8317457995462973,109,"0.06, 0.12"
2037,True,0.12,J,0.24,1.158841482673779,109,"0.12, 0.24"
2038,False,0.3,J,0.18,0.5588884991630039,109,"0.18, 0.3"
2039,True,0.3,F,0.0,0.6661550818257638,109,"0.0, 0.3"
2040,True,0.24,F,0.06,0.8031338969772149,109,"0.06, 0.24"
2041,True,0.12,J,0.3,0.5553758382343403,109,"0.12, 0.3"
2042,True,0.06,J,0.3,0.8045791622475917,109,"0.06, 0.3"
2043,True,0.24,F,0.06,0.6383491366368617,109,"0.06, 0.24"
2044,True,0.0,J,0.12,0.7376883014553641,109,"0.0, 0.12"
2045,True,0.12,F,0.0,0.5842020440118176,109,"0.0, 0.12"
2046,True,0.18,J,0.3,1.3706826953180098,110,"0.18, 0.3"
2047,True,0.12,J,0.3,1.0207689984678154,110,"0.12, 0.3"
2048,True,0.0,J,0.06,1.3745265794307215,110,"0.0, 0.06"
2049,False,0.24,F,0.24,0.8171604739884515,110,"0.24, 0.24"
2050,True,0.06,J,0.3,1.3050723533469863,110,"0.06, 0.3"
2051,True,0.3,F,0.3,1.6977061093763268,110,"0.3, 0.3"
2052,True,0.0,J,0.18,1.4866917218240587,110,"0.0, 0.18"
2053,True,0.12,J,0.12,2.1638321923215926,110,"0.12, 0.12"
2054,True,0.12,F,0.0,1.8704718551990709,110,"0.0, 0.12"
2055,True,0.0,J,0.24,1.4216925668467866,110,"0.0, 0.24"
2056,False,0.0,,0.12,,110,"0.0, 0.12"
2057,True,0.18,F,0.06,0.8533135976639414,110,"0.06, 0.18"
2058,False,0.3,J,0.24,1.0163227931743677,110,"0.24, 0.3"
2059,True,0.24,F,0.0,1.1439197145208482,110,"0.0, 0.24"
2060,True,0.0,F,0.0,2.02318548666392,110,"0.0, 0.0"
2061,False,0.06,F,0.06,1.6213732590451857,110,"0.06, 0.06"
2062,False,0.06,J,0.06,2.2028360905088675,110,"0.06, 0.06"
2063,False,0.0,F,0.12,1.641838326356151,110,"0.0, 0.12"
2064,True,0.12,F,0.12,1.8273040724558316,110,"0.12, 0.12"
2065,True,0.06,J,0.3,0.9397360204136476,110,"0.06, 0.3"
2066,True,0.06,J,0.24,0.8510573867461062,110,"0.06, 0.24"
2067,True,0.18,F,0.0,1.6038794858936851,110,"0.0, 0.18"
2068,True,0.24,F,0.06,0.9645258036721316,110,"0.06, 0.24"
2069,True,0.24,F,0.06,0.6899693021219946,110,"0.06, 0.24"
2070,True,0.24,F,0.24,0.726201525474039,110,"0.24, 0.24"
2071,True,0.12,J,0.3,1.4442046672965034,110,"0.12, 0.3"
2072,True,0.3,F,0.0,0.6629084854142775,110,"0.0, 0.3"
2073,True,0.06,J,0.12,0.643380146673735,110,"0.06, 0.12"
2074,False,0.0,F,0.0,2.208770921241125,110,"0.0, 0.0"
2075,True,0.0,J,0.3,1.1494816269874946,110,"0.0, 0.3"
2076,True,0.3,F,0.18,0.7564534808013832,110,"0.18, 0.3"
2077,True,0.24,F,0.12,0.7398196915250992,110,"0.12, 0.24"
2078,True,0.3,F,0.12,0.6110289330270007,110,"0.12, 0.3"
2079,True,0.24,F,0.0,0.530429410118586,110,"0.0, 0.24"
2080,True,0.3,F,0.06,0.485414767674115,110,"0.06, 0.3"
2081,False,0.18,F,0.3,0.7529189304503916,110,"0.18, 0.3"
2082,False,0.18,F,0.18,1.7114366219035446,110,"0.18, 0.18"
2083,True,0.3,F,0.06,1.3542708284271612,110,"0.06, 0.3"
2084,True,0.0,J,0.24,0.9451745041377536,110,"0.0, 0.24"
2085,True,0.12,F,0.0,0.6933025708087825,110,"0.0, 0.12"
2086,True,0.18,F,0.0,0.7503393944095933,110,"0.0, 0.18"
2087,True,0.06,J,0.18,1.377524609557895,110,"0.06, 0.18"
2088,True,0.06,F,0.0,1.9518558640426136,110,"0.0, 0.06"
2089,True,0.0,J,0.3,0.8865694013082929,110,"0.0, 0.3"
2090,True,0.12,J,0.24,1.6398149815618126,110,"0.12, 0.24"
2091,True,0.24,F,0.18,0.7308077309889995,110,"0.18, 0.24"
2092,True,0.3,F,0.0,0.721161172171378,110,"0.0, 0.3"
2093,True,0.12,F,0.06,0.6828802533406133,110,"0.06, 0.12"
2094,True,0.24,F,0.12,1.0392820630747792,110,"0.12, 0.24"
2095,True,0.18,J,0.24,1.5069650659256697,110,"0.18, 0.24"
2096,False,0.18,J,0.06,1.3843810692725356,110,"0.06, 0.18"
2097,True,0.0,J,0.18,1.5599666977893776,110,"0.0, 0.18"
2098,True,0.3,F,0.18,0.6077424869160949,110,"0.18, 0.3"
2099,False,0.24,F,0.3,0.6158434851511174,110,"0.24, 0.3"
2100,False,0.3,F,0.3,0.7148981678243445,110,"0.3, 0.3"
2101,True,0.06,J,0.18,0.9424484051232866,110,"0.06, 0.18"
2102,True,0.12,J,0.24,1.6608061794718196,110,"0.12, 0.24"
2103,True,0.12,J,0.18,1.0905886622873595,110,"0.12, 0.18"
2104,True,0.3,F,0.12,0.7649853021441686,110,"0.12, 0.3"
2105,True,0.18,F,0.12,0.7529926275223033,110,"0.12, 0.18"
2106,True,0.06,J,0.24,0.8790841615017371,110,"0.06, 0.24"
2107,False,0.18,J,0.18,1.8119315836281655,110,"0.18, 0.18"
2108,True,0.12,F,0.12,1.6563426581369642,110,"0.12, 0.12"
2109,True,0.24,F,0.18,0.7114170894087692,110,"0.18, 0.24"
2110,True,0.06,J,0.3,0.6929471071130138,110,"0.06, 0.3"
2111,True,0.18,F,0.18,0.5826146945312303,110,"0.18, 0.18"
2112,True,0.18,F,0.0,0.667117391677948,110,"0.0, 0.18"
2113,False,0.06,J,0.06,0.5628396368340418,110,"0.06, 0.06"
2114,True,0.06,F,0.0,1.823746664930468,110,"0.0, 0.06"
2115,False,0.0,F,0.06,0.8904178568559473,110,"0.0, 0.06"
2116,True,0.3,F,0.06,0.7009291095121171,110,"0.06, 0.3"
2117,True,0.24,J,0.24,1.0480162743083383,110,"0.24, 0.24"
2118,True,0.18,J,0.3,0.9382777326791256,110,"0.18, 0.3"
2119,True,0.0,J,0.24,0.7206810329780637,110,"0.0, 0.24"
2120,False,0.12,J,0.06,1.6156823767028072,110,"0.06, 0.12"
2121,True,0.3,F,0.12,0.6114251240521753,110,"0.12, 0.3"
2122,True,0.0,J,0.24,0.993535436932234,110,"0.0, 0.24"
2123,True,0.12,J,0.3,1.5202328938289609,110,"0.12, 0.3"
2124,True,0.0,J,0.12,0.9455065565459789,110,"0.0, 0.12"
2125,True,0.0,J,0.18,0.8254440525631708,110,"0.0, 0.18"
2126,True,0.06,J,0.18,1.057383005898373,110,"0.06, 0.18"
2127,False,0.24,F,0.3,1.2884794299284297,110,"0.24, 0.3"
2128,True,0.12,J,0.24,1.886312015670228,110,"0.12, 0.24"
2129,True,0.0,J,0.12,1.2498717227658744,110,"0.0, 0.12"
2130,False,0.12,F,0.12,2.079340993026335,110,"0.12, 0.12"
2131,False,0.18,F,0.24,0.6262393437082211,110,"0.18, 0.24"
2132,False,0.18,J,0.06,1.8812769264443432,110,"0.06, 0.18"
2133,True,0.0,F,0.0,0.6758010400708372,110,"0.0, 0.0"
2134,True,0.18,F,0.0,0.6088069386069037,110,"0.0, 0.18"
2135,True,0.3,F,0.18,0.6547631581133828,110,"0.18, 0.3"
2136,True,0.06,J,0.18,1.0609888983397011,110,"0.06, 0.18"
2137,True,0.3,F,0.0,0.6442762864433007,110,"0.0, 0.3"
2138,True,0.06,J,0.24,0.7691980872009481,110,"0.06, 0.24"
2139,False,0.3,F,0.3,0.5772087649645528,110,"0.3, 0.3"
2140,False,0.3,J,0.3,1.2245153586359263,110,"0.3, 0.3"
2141,True,0.0,J,0.3,0.9734956515956128,110,"0.0, 0.3"
2142,True,0.0,J,0.3,0.9765033787059564,110,"0.0, 0.3"
2143,True,0.12,J,0.24,1.2582007386331495,110,"0.12, 0.24"
2144,False,0.3,J,0.18,0.7240719294504743,110,"0.18, 0.3"
2145,True,0.24,F,0.24,2.0614425786216093,110,"0.24, 0.24"
2146,True,0.24,F,0.06,0.8409388619065794,110,"0.06, 0.24"
2147,True,0.06,J,0.3,1.421776237958511,110,"0.06, 0.3"
2148,True,0.12,J,0.3,1.4533419959716412,110,"0.12, 0.3"
2149,True,0.06,J,0.24,1.1504651781335724,110,"0.06, 0.24"
2150,True,0.12,F,0.0,0.8763393611627635,110,"0.0, 0.12"
2151,True,0.24,F,0.12,0.7121105622309187,110,"0.12, 0.24"
2152,False,0.12,F,0.18,1.3288533733034456,110,"0.12, 0.18"
2153,False,0.0,F,0.0,1.9540002825976897,110,"0.0, 0.0"
2154,False,0.24,J,0.06,1.251673837816497,110,"0.06, 0.24"
2155,True,0.18,J,0.18,2.0965532766103934,110,"0.18, 0.18"
2156,True,0.3,F,0.0,1.3052746047092114,110,"0.0, 0.3"
2157,True,0.3,F,0.24,1.777090323241964,110,"0.24, 0.3"
2158,True,0.24,F,0.0,1.2569562001124268,110,"0.0, 0.24"
2159,False,0.0,F,0.18,2.234635684343857,110,"0.0, 0.18"
2160,True,0.06,J,0.06,0.9675274355358852,110,"0.06, 0.06"
2161,True,0.24,F,0.12,0.6539997284844503,110,"0.12, 0.24"
2162,True,0.06,J,0.12,1.2154599002042232,110,"0.06, 0.12"
2163,True,0.3,F,0.12,0.7834892238813609,110,"0.12, 0.3"
2164,True,0.12,F,0.0,0.6619371247613799,110,"0.0, 0.12"
2165,True,0.18,F,0.06,0.6577242011765065,110,"0.06, 0.18"
2166,True,0.18,F,0.12,0.5797730628892168,110,"0.12, 0.18"
2167,True,0.18,J,0.3,0.8969850694165871,110,"0.18, 0.3"
2168,True,0.3,F,0.06,0.5743284839181797,110,"0.06, 0.3"
2169,True,0.24,F,0.0,0.743588493282914,110,"0.0, 0.24"
2170,True,0.3,F,0.18,1.2673508119146393,110,"0.18, 0.3"
2171,True,0.18,F,0.06,1.6859267683835242,110,"0.06, 0.18"
2172,False,0.12,F,0.12,0.6883120877050715,110,"0.12, 0.12"
2173,True,0.06,F,0.0,2.4504617149254955,110,"0.0, 0.06"
2174,True,0.18,F,0.0,1.4612253661994146,110,"0.0, 0.18"
2175,True,0.06,J,0.24,0.7066197147978528,110,"0.06, 0.24"
2176,False,0.0,J,0.0,1.9141632750311144,110,"0.0, 0.0"
2177,False,0.12,F,0.18,1.6429900508956052,110,"0.12, 0.18"
2178,True,0.12,F,0.0,0.6819781568528924,110,"0.0, 0.12"
2179,True,0.24,F,0.0,0.5423760933349513,110,"0.0, 0.24"
2180,True,0.18,F,0.18,1.5718428700856748,110,"0.18, 0.18"
2181,False,0.0,F,0.0,1.0831431801116196,110,"0.0, 0.0"
2182,True,0.12,F,0.12,0.6408197275422935,110,"0.12, 0.12"
2183,False,0.24,J,0.18,1.1817270049896251,110,"0.18, 0.24"
2184,True,0.12,J,0.3,0.5864980592177744,110,"0.12, 0.3"
2185,True,0.06,J,0.24,0.6716216403419821,110,"0.06, 0.24"
2186,True,0.12,J,0.24,0.5080417081098858,110,"0.12, 0.24"
2187,False,0.06,F,0.3,0.5345542296854546,110,"0.06, 0.3"
2188,True,0.18,J,0.24,0.5348512344257871,110,"0.18, 0.24"
2189,True,0.12,F,0.0,0.9981183696877453,110,"0.0, 0.12"
2190,False,0.12,J,0.06,2.170621604324424,110,"0.06, 0.12"
2191,True,0.12,J,0.3,0.6949596466970434,110,"0.12, 0.3"
2192,False,0.06,J,0.06,0.4915163865161958,110,"0.06, 0.06"
2193,True,0.24,F,0.06,0.6705653618219003,110,"0.06, 0.24"
2194,True,0.24,F,0.06,1.5479330187813505,110,"0.06, 0.24"
2195,True,0.3,F,0.12,0.6043876078097128,110,"0.12, 0.3"
2196,True,0.18,F,0.0,0.5408389829808584,110,"0.0, 0.18"
2197,True,0.06,J,0.12,0.8318387973522476,110,"0.06, 0.12"
2198,True,0.18,F,0.12,0.5973034075200303,110,"0.12, 0.18"
2199,True,0.0,J,0.18,0.6428659295115722,110,"0.0, 0.18"
2200,True,0.12,J,0.24,0.7048311755238501,110,"0.12, 0.24"
2201,False,0.0,F,0.06,2.187045800236774,110,"0.0, 0.06"
2202,True,0.24,F,0.12,0.6436077487210241,110,"0.12, 0.24"
2203,True,0.24,F,0.12,1.1654216663851005,110,"0.12, 0.24"
2204,True,0.3,F,0.0,0.5281279004370845,110,"0.0, 0.3"
2205,True,0.3,F,0.06,0.6685871772638166,110,"0.06, 0.3"
2206,True,0.0,J,0.12,1.5582942452560928,110,"0.0, 0.12"
2207,True,0.18,F,0.06,0.9566695849966892,110,"0.06, 0.18"
2208,True,0.0,J,0.3,0.6618889169021713,110,"0.0, 0.3"
2209,False,0.24,F,0.24,1.1624902683847722,110,"0.24, 0.24"
2210,False,0.18,F,0.3,0.8353964819343673,110,"0.18, 0.3"
2211,True,0.0,J,0.12,0.7559114194441463,110,"0.0, 0.12"
2212,True,0.3,F,0.3,1.4550591931551935,110,"0.3, 0.3"
2213,True,0.06,J,0.18,1.0613352191658123,110,"0.06, 0.18"
2214,False,0.3,J,0.06,0.8213354408112536,110,"0.06, 0.3"
2215,False,0.06,F,0.18,0.6183124755843892,110,"0.06, 0.18"
2216,True,0.24,J,0.3,0.7302591588004361,110,"0.24, 0.3"
2217,True,0.24,F,0.24,0.6117109079978036,110,"0.24, 0.24"
2218,True,0.3,F,0.18,0.5538078667468653,110,"0.18, 0.3"
2219,True,0.3,F,0.0,0.6602732609844679,110,"0.0, 0.3"
2220,True,0.3,J,0.3,0.7064374115152532,110,"0.3, 0.3"
2221,True,0.0,J,0.18,0.5044311057054074,110,"0.0, 0.18"
2222,True,0.06,J,0.3,0.5481690710566909,110,"0.06, 0.3"
2223,True,0.0,J,0.3,0.5699045816859325,110,"0.0, 0.3"
2224,True,0.0,J,0.24,0.5611886561919164,110,"0.0, 0.24"
2225,True,0.06,J,0.06,0.5571138453524327,110,"0.06, 0.06"
2226,True,0.0,J,0.24,0.5216641685387913,110,"0.0, 0.24"
2227,True,0.24,F,0.0,0.6167020837428936,110,"0.0, 0.24"
2228,True,0.18,J,0.18,0.6252926410979853,110,"0.18, 0.18"
2229,True,0.3,F,0.12,0.6552923363356058,110,"0.12, 0.3"
2230,False,0.3,J,0.24,0.5646792930619995,110,"0.24, 0.3"
2231,False,0.18,F,0.3,0.6530524717609296,110,"0.18, 0.3"
2232,True,0.12,J,0.3,2.4730302487105007,111,"0.12, 0.3"
2233,True,0.24,J,0.24,0.5568424966413659,111,"0.24, 0.24"
2234,True,0.18,F,0.0,0.3720154475412016,111,"0.0, 0.18"
2235,False,0.12,J,0.06,1.0821542055595614,111,"0.06, 0.12"
2236,True,0.06,J,0.3,0.978997206443097,111,"0.06, 0.3"
2237,True,0.12,J,0.24,0.7538614004577653,111,"0.12, 0.24"
2238,True,0.18,J,0.3,0.5953121549785578,111,"0.18, 0.3"
2239,True,0.06,J,0.24,0.4253537383321202,111,"0.06, 0.24"
2240,True,0.0,J,0.18,0.3740462689267474,111,"0.0, 0.18"
2241,True,0.06,J,0.06,0.7901636487405028,111,"0.06, 0.06"
2242,False,0.12,F,0.12,1.1000340224919969,111,"0.12, 0.12"
2243,False,0.24,J,0.0,0.3288969259791941,111,"0.0, 0.24"
2244,False,0.12,F,0.3,0.2881267321202472,111,"0.12, 0.3"
2245,True,0.0,J,0.3,0.4109613653547228,111,"0.0, 0.3"
2246,False,0.24,,0.0,,111,"0.0, 0.24"
2247,False,0.3,J,0.18,0.08724691269432583,111,"0.18, 0.3"
2248,True,0.24,F,0.12,0.3418132824584177,111,"0.12, 0.24"
2249,True,0.3,F,0.3,0.3520524456159819,111,"0.3, 0.3"
2250,True,0.12,F,0.0,0.31175906534565456,111,"0.0, 0.12"
2251,False,0.0,F,0.24,0.2954683038097983,111,"0.0, 0.24"
2252,True,0.0,J,0.12,0.8562196467700574,111,"0.0, 0.12"
2253,False,0.0,F,0.24,0.7912828169515079,111,"0.0, 0.24"
2254,False,0.24,J,0.06,0.5673789410194559,111,"0.06, 0.24"
2255,True,0.24,F,0.18,0.4482371888555861,111,"0.18, 0.24"
2256,True,0.3,F,0.12,0.30889735264563,111,"0.12, 0.3"
2257,True,0.12,F,0.12,0.8388849377607244,111,"0.12, 0.12"
2258,True,0.18,J,0.24,0.4845322336790901,111,"0.18, 0.24"
2259,True,0.18,F,0.06,0.8802902827828518,111,"0.06, 0.18"
2260,True,0.06,J,0.18,0.4890453394034466,111,"0.06, 0.18"
2261,True,0.12,J,0.18,1.1466814078994505,111,"0.12, 0.18"
2262,True,0.06,J,0.12,0.6894285357279273,111,"0.06, 0.12"
2263,True,0.0,J,0.12,0.9329492319588724,111,"0.0, 0.12"
2264,False,0.12,F,0.24,0.7590445664168612,111,"0.12, 0.24"
2265,True,0.18,J,0.18,0.3287601987822484,111,"0.18, 0.18"
2266,False,0.06,J,0.0,0.5200836598670548,111,"0.0, 0.06"
2267,False,0.18,F,0.3,0.5481058088417967,111,"0.18, 0.3"
2268,True,0.0,J,0.06,0.6653619170289176,111,"0.0, 0.06"
2269,False,0.3,J,0.24,0.6616722221037037,111,"0.24, 0.3"
2270,True,0.18,F,0.18,0.5626286752533929,111,"0.18, 0.18"
2271,False,0.24,J,0.24,0.8259278540313062,111,"0.24, 0.24"
2272,False,0.06,F,0.24,1.0455290483648412,111,"0.06, 0.24"
2273,False,0.06,J,0.06,0.5507314697245818,111,"0.06, 0.06"
2274,False,0.3,J,0.18,0.7354751249315257,111,"0.18, 0.3"
2275,False,0.18,J,0.0,1.365067711131303,111,"0.0, 0.18"
2276,True,0.3,F,0.06,1.180954497133456,111,"0.06, 0.3"
2277,False,0.0,F,0.18,1.8381519857859128,111,"0.0, 0.18"
2278,True,0.18,F,0.06,1.1177898568090825,111,"0.06, 0.18"
2279,False,0.3,J,0.0,1.650125769627266,111,"0.0, 0.3"
2280,False,0.0,F,0.3,0.656285558421871,111,"0.0, 0.3"
2281,False,0.0,J,0.0,0.5433168937464643,111,"0.0, 0.0"
2282,True,0.24,F,0.12,0.4791106609256986,111,"0.12, 0.24"
2283,False,0.24,J,0.06,1.0430149025718265,111,"0.06, 0.24"
2284,False,0.24,F,0.3,0.27938547289463145,111,"0.24, 0.3"
2285,False,0.3,J,0.06,0.8955840578582013,111,"0.06, 0.3"
2286,False,0.0,F,0.0,0.5715457265893633,111,"0.0, 0.0"
2287,True,0.3,F,0.0,0.7233619541544272,111,"0.0, 0.3"
2288,False,0.12,J,0.0,1.2831224058888893,111,"0.0, 0.12"
2289,True,0.3,F,0.12,1.01478274505547,111,"0.12, 0.3"
2290,False,0.06,F,0.18,0.92048821721869,111,"0.06, 0.18"
2291,True,0.3,J,0.3,0.6170339091760297,111,"0.3, 0.3"
2292,True,0.18,F,0.12,1.4702526225439667,111,"0.12, 0.18"
2293,True,0.06,J,0.3,1.1003635807509229,111,"0.06, 0.3"
2294,True,0.18,J,0.3,0.7957876109919653,111,"0.18, 0.3"
2295,True,0.0,J,0.0,0.4999743723087704,111,"0.0, 0.0"
2296,True,0.3,F,0.24,0.917799249011523,111,"0.24, 0.3"
2297,False,0.18,F,0.18,0.7143300630552858,111,"0.18, 0.18"
2298,True,0.06,J,0.06,0.4437765852665052,111,"0.06, 0.06"
2299,True,0.0,J,0.24,0.5844814769973254,111,"0.0, 0.24"
2300,True,0.18,F,0.18,1.7907666613934907,111,"0.18, 0.18"
2301,True,0.24,F,0.06,1.0372607239419267,111,"0.06, 0.24"
2302,True,0.3,F,0.0,1.0460046152009,111,"0.0, 0.3"
2303,True,0.12,J,0.3,0.7872156330581674,111,"0.12, 0.3"
2304,False,0.12,J,0.0,0.6976029381246462,111,"0.0, 0.12"
2305,True,0.12,J,0.3,0.8056659085486899,111,"0.12, 0.3"
2306,False,0.24,J,0.24,0.8585039745087215,111,"0.24, 0.24"
2307,False,0.0,F,0.12,0.22262775542731106,111,"0.0, 0.12"
2308,False,0.18,J,0.12,0.2567606542625072,111,"0.12, 0.18"
2309,False,0.06,F,0.18,0.0284508933257257,111,"0.06, 0.18"
2310,False,0.0,F,0.3,0.028224677001162487,111,"0.0, 0.3"
2311,False,0.12,J,0.0,0.21666744704134544,111,"0.0, 0.12"
2312,True,0.12,J,0.12,0.05654396866839306,111,"0.12, 0.12"
2313,False,0.18,J,0.0,0.2518017652353137,111,"0.0, 0.18"
2314,True,0.24,F,0.12,0.2486598102664175,111,"0.12, 0.24"
2315,False,0.24,F,0.24,0.35302699053045217,111,"0.24, 0.24"
2316,True,0.24,F,0.06,0.2641443384829927,111,"0.06, 0.24"
2317,True,0.0,J,0.12,0.3178041529049551,111,"0.0, 0.12"
2318,True,0.3,F,0.18,0.3894464335535304,111,"0.18, 0.3"
2319,False,0.3,J,0.12,0.3267020873684032,111,"0.12, 0.3"
2320,False,0.06,F,0.24,0.24594285939110705,111,"0.06, 0.24"
2321,True,0.12,F,0.06,0.2312437852849598,111,"0.06, 0.12"
2322,False,0.12,F,0.24,0.3139878433314607,111,"0.12, 0.24"
2323,False,0.18,F,0.24,0.70681450011989,111,"0.18, 0.24"
2324,True,0.18,F,0.06,1.3395329720335667,111,"0.06, 0.18"
2325,True,0.0,J,0.06,0.9171456736162328,111,"0.0, 0.06"
2326,True,0.18,F,0.06,0.7824743716159901,111,"0.06, 0.18"
2327,True,0.12,J,0.24,0.7178504766889091,111,"0.12, 0.24"
2328,False,0.3,F,0.3,0.6959529303812815,111,"0.3, 0.3"
2329,True,0.24,J,0.3,0.6979244617559743,111,"0.24, 0.3"
2330,False,0.3,J,0.18,0.8933221716654316,111,"0.18, 0.3"
2331,False,0.0,F,0.18,0.3698490071831202,111,"0.0, 0.18"
2332,True,0.0,J,0.24,0.3231413620690091,111,"0.0, 0.24"
2333,False,0.24,J,0.18,0.6909300413894925,111,"0.18, 0.24"
2334,False,0.06,F,0.12,0.3884868496695617,111,"0.06, 0.12"
2335,False,0.0,F,0.18,0.27037408394858176,111,"0.0, 0.18"
2336,True,0.3,F,0.3,0.23943744308235185,111,"0.3, 0.3"
2337,False,0.0,F,0.3,2.197338626582905,111,"0.0, 0.3"
2338,True,0.18,J,0.3,1.0589551881116677,111,"0.18, 0.3"
2339,False,0.3,J,0.06,0.8088902877143482,111,"0.06, 0.3"
2340,False,0.3,J,0.06,1.1518138725878089,111,"0.06, 0.3"
2341,False,0.18,J,0.0,0.6790674678761661,111,"0.0, 0.18"
2342,False,0.12,J,0.12,0.4671416978610523,111,"0.12, 0.12"
2343,False,0.12,F,0.18,0.5540170782935547,111,"0.12, 0.18"
2344,False,0.3,J,0.0,0.25089634582377585,111,"0.0, 0.3"
2345,True,0.24,F,0.12,0.23714632746896314,111,"0.12, 0.24"
2346,True,0.06,J,0.3,1.3297451333014578,111,"0.06, 0.3"
2347,True,0.06,F,0.06,0.915568393104877,111,"0.06, 0.06"
2348,True,0.06,J,0.24,0.7307740366275084,111,"0.06, 0.24"
2349,False,0.06,F,0.18,0.7049819123910765,111,"0.06, 0.18"
2350,False,0.24,J,0.0,0.9530484069687192,111,"0.0, 0.24"
2351,False,0.06,F,0.3,0.4905944987181101,111,"0.06, 0.3"
2352,True,0.0,F,0.0,0.38000837817730826,111,"0.0, 0.0"
2353,True,0.24,F,0.0,0.4660742006169585,111,"0.0, 0.24"
2354,True,0.06,F,0.0,1.4974624429646608,111,"0.0, 0.06"
2355,False,0.3,J,0.12,0.6561808312071662,111,"0.12, 0.3"
2356,False,0.24,J,0.06,1.4418622659811715,111,"0.06, 0.24"
2357,True,0.0,J,0.24,0.6677797858189933,111,"0.0, 0.24"
2358,True,0.18,F,0.0,0.7638575853950442,111,"0.0, 0.18"
2359,False,0.24,J,0.12,0.6857723645935039,111,"0.12, 0.24"
2360,False,0.3,J,0.24,1.0517387072616202,111,"0.24, 0.3"
2361,True,0.3,F,0.06,0.3589221907272986,111,"0.06, 0.3"
2362,True,0.12,F,0.0,0.6407055843708349,111,"0.0, 0.12"
2363,True,0.12,J,0.3,0.5681968106962358,111,"0.12, 0.3"
2364,False,0.18,F,0.18,0.8445674973822861,111,"0.18, 0.18"
2365,False,0.18,J,0.06,0.7099531304154425,111,"0.06, 0.18"
2366,True,0.0,J,0.3,0.5599832048576445,111,"0.0, 0.3"
2367,True,0.06,F,0.06,0.8905529957110048,111,"0.06, 0.06"
2368,False,0.3,J,0.18,0.7666613933649842,111,"0.18, 0.3"
2369,True,0.3,F,0.18,0.5836814774404502,111,"0.18, 0.3"
2370,True,0.12,F,0.12,1.567424516751771,111,"0.12, 0.12"
2371,False,0.18,J,0.06,0.8924785357694418,111,"0.06, 0.18"
2372,True,0.24,F,0.0,0.8253896725113918,111,"0.0, 0.24"
2373,True,0.18,F,0.0,0.8072426349478974,111,"0.0, 0.18"
2374,False,0.24,J,0.06,0.973022768195051,111,"0.06, 0.24"
2375,False,0.3,J,0.06,1.000031168813848,111,"0.06, 0.3"
2376,False,0.24,J,0.12,0.21463399362278324,111,"0.12, 0.24"
2377,True,0.06,J,0.3,0.1846784084898445,111,"0.06, 0.3"
2378,True,0.0,J,0.12,0.3793722573175273,111,"0.0, 0.12"
2379,True,0.06,J,0.12,0.7924634916221294,111,"0.06, 0.12"
2380,False,0.12,F,0.24,0.961083311607581,111,"0.12, 0.24"
2381,False,0.12,F,0.18,0.23925472456880925,111,"0.12, 0.18"
2382,False,0.0,F,0.12,0.2867838410893455,111,"0.0, 0.12"
2383,True,0.18,J,0.3,0.20589370409379626,111,"0.18, 0.3"
2384,False,0.24,J,0.24,0.6523541320289041,111,"0.24, 0.24"
2385,False,0.06,F,0.24,0.22050148820699175,111,"0.06, 0.24"
2386,False,0.18,J,0.18,0.2285266958815555,111,"0.18, 0.18"
2387,False,0.12,F,0.3,0.2183982166452552,111,"0.12, 0.3"
2388,True,0.18,F,0.12,0.12286801849722905,111,"0.12, 0.18"
2389,False,0.06,F,0.24,0.3569154732242623,111,"0.06, 0.24"
2390,True,0.12,F,0.06,0.19538967528183093,111,"0.06, 0.12"
2391,False,0.06,F,0.3,0.6861207626691339,111,"0.06, 0.3"
2392,True,0.0,J,0.18,1.4142660907964455,111,"0.0, 0.18"
2393,False,0.06,J,0.0,1.100934593421698,111,"0.0, 0.06"
2394,True,0.24,J,0.24,0.7954633167994416,111,"0.24, 0.24"
2395,True,0.06,J,0.06,0.5523353476235116,111,"0.06, 0.06"
2396,True,0.06,J,0.18,0.9682285890335152,111,"0.06, 0.18"
2397,True,0.24,F,0.0,0.5244665492134573,111,"0.0, 0.24"
2398,False,0.12,F,0.12,0.6516333705233137,111,"0.12, 0.12"
